image_path,gender,face_shape,hairstyle
dataset\men\Men's_short_hair_0602.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0603.jpg,men,Square,Men's_short_hair
dataset\men\Men's_short_hair_0604.jpg,men,Oblong,Pomade
dataset\men\Men's_short_hair_0605.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0606.jpg,men,Heart,Men's_short_hair
dataset\men\Men's_short_hair_0607.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0608.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0609.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0610.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0611.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0612.jpg,men,Oblong,Men's_short_hair
dataset\men\Men's_short_hair_0613.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0614.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0615.jpg,men,Round,Girls_short_hair
dataset\men\Men's_short_hair_0616.jpg,men,Oblong,Men's_short_hair
dataset\men\Men's_short_hair_0617.jpg,men,Round,Girls_short_hair
dataset\men\Men's_short_hair_0618.jpg,men,Square,Men's_short_hair
dataset\men\Men's_short_hair_0619.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0620.jpg,men,Round,Pomade
dataset\men\Men's_short_hair_0621.jpg,men,Round,Bob
dataset\men\Men's_short_hair_0622.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0623.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0624.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0625.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0626.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0627.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0628.jpg,men,Round,Middle
dataset\men\Men's_short_hair_0629.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0630.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0631.jpg,men,Oval,Pomade
dataset\men\Men's_short_hair_0632.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0633.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0634.jpg,men,Round,Layered_curly_hairstyle
dataset\men\Men's_short_hair_0635.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0636.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0637.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0638.jpg,men,Square,Men's_short_hair
dataset\men\Men's_short_hair_0639.jpg,men,Round,Long_hair
dataset\men\Men's_short_hair_0640.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0641.jpg,men,Oblong,Straight_layered_hair
dataset\men\Men's_short_hair_0642.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0643.jpg,men,Square,Pomade
dataset\men\Men's_short_hair_0644.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0645.jpg,men,Oblong,Men's_short_hair
dataset\men\Men's_short_hair_0646.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0647.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0648.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0649.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0650.jpg,men,Round,Middle
dataset\men\Men's_short_hair_0651.jpg,men,Square,Men's_short_hair
dataset\men\Men's_short_hair_0652.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0653.jpg,men,Square,Men's_short_hair
dataset\men\Men's_short_hair_0654.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0655.jpg,men,Oval,Girls_short_hair
dataset\men\Men's_short_hair_0656.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0657.jpg,men,Oval,Pomade
dataset\men\Men's_short_hair_0658.jpg,men,Square,Men's_short_hair
dataset\men\Men's_short_hair_0659.jpg,men,Round,Girls_short_hair
dataset\men\Men's_short_hair_0660.jpg,men,Heart,Men's_short_hair
dataset\men\Men's_short_hair_0661.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0662.jpg,men,Oblong,Pomade
dataset\men\Men's_short_hair_0663.jpg,men,Oblong,Straight_layered_hair
dataset\men\Men's_short_hair_0664.jpg,men,Round,Middle
dataset\men\Men's_short_hair_0665.jpg,men,Round,Girls_short_hair
dataset\men\Men's_short_hair_0666.jpg,men,Oval,Girls_short_hair
dataset\men\Men's_short_hair_0667.jpg,men,Oblong,Men's_short_hair
dataset\men\Men's_short_hair_0668.jpg,men,Square,Men's_short_hair
dataset\men\Men's_short_hair_0669.jpg,men,Round,Girls_short_hair
dataset\men\Men's_short_hair_0670.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0671.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0672.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0673.jpg,men,Round,Middle
dataset\men\Men's_short_hair_0674.jpg,men,Round,Girls_short_hair
dataset\men\Men's_short_hair_0675.jpg,men,Round,Middle
dataset\men\Men's_short_hair_0676.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0677.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0678.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0679.jpg,men,Oval,Pomade
dataset\men\Men's_short_hair_0680.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0681.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0682.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0683.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0684.jpg,men,Square,Men's_short_hair
dataset\men\Men's_short_hair_0685.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0686.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0687.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0688.jpg,men,Round,Middle
dataset\men\Men's_short_hair_0689.jpg,men,Round,Middle
dataset\men\Men's_short_hair_0690.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0691.jpg,men,Heart,Girls_short_hair
dataset\men\Men's_short_hair_0692.jpg,men,Square,Men's_short_hair
dataset\men\Men's_short_hair_0693.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0694.jpg,men,Oblong,Men's_short_hair
dataset\men\Men's_short_hair_0695.jpg,men,Square,Men's_short_hair
dataset\men\Men's_short_hair_0696.jpg,men,Round,Girls_short_hair
dataset\men\Men's_short_hair_0697.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0698.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0699.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0700.jpg,men,Round,Straight_layered_hair
dataset\men\Men's_short_hair_0701.jpg,men,Round,Girls_short_hair
dataset\men\Men's_short_hair_0702.jpg,men,Round,Middle
dataset\men\Men's_short_hair_0703.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0704.jpg,men,Oblong,Pomade
dataset\men\Men's_short_hair_0705.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0706.jpg,men,Square,Men's_short_hair
dataset\men\Men's_short_hair_0707.jpg,men,Heart,Girls_short_hair
dataset\men\Men's_short_hair_0708.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0709.jpg,men,Oblong,Men's_short_hair
dataset\men\Men's_short_hair_0710.jpg,men,Oblong,Pomade
dataset\men\Men's_short_hair_0711.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0712.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0713.jpg,men,Oval,Pomade
dataset\men\Men's_short_hair_0714.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0715.jpg,men,Heart,Men's_short_hair
dataset\men\Men's_short_hair_0716.jpg,men,Oblong,Long_hair
dataset\men\Men's_short_hair_0717.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0718.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0719.jpg,men,Oblong,Men's_short_hair
dataset\men\Men's_short_hair_0720.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0721.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0722.jpg,men,Oblong,Men's_short_hair
dataset\men\Men's_short_hair_0723.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0724.jpg,men,Heart,Men's_short_hair
dataset\men\Men's_short_hair_0725.jpg,men,Heart,Men's_short_hair
dataset\men\Men's_short_hair_0726.jpg,men,Heart,Men's_short_hair
dataset\men\Men's_short_hair_0727.jpg,men,Round,Middle
dataset\men\Men's_short_hair_0728.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0729.jpg,men,Heart,Men's_short_hair
dataset\men\Men's_short_hair_0730.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0731.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0732.jpg,men,Oblong,Men's_short_hair
dataset\men\Men's_short_hair_0733.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0734.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0735.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0736.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0737.jpg,men,Square,Men's_short_hair
dataset\men\Men's_short_hair_0738.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0739.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0740.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0741.jpg,men,Round,Pomade
dataset\men\Men's_short_hair_0742.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0743.jpg,men,Square,Men's_short_hair
dataset\men\Men's_short_hair_0744.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0745.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0746.jpg,men,Square,Men's_short_hair
dataset\men\Men's_short_hair_0747.jpg,men,Round,Middle
dataset\men\Men's_short_hair_0748.jpg,men,Oval,Pomade
dataset\men\Men's_short_hair_0749.jpg,men,Heart,Girls_short_hair
dataset\men\Men's_short_hair_0750.jpg,men,Oblong,Men's_short_hair
dataset\men\Men's_short_hair_0751.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0752.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0753.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0754.jpg,men,Round,Middle
dataset\men\Men's_short_hair_0755.jpg,men,Round,Middle
dataset\men\Men's_short_hair_0756.jpg,men,Oval,Men's_short_hair
dataset\men\Men's_short_hair_0757.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0758.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0759.jpg,men,Round,Middle
dataset\men\Men's_short_hair_0760.jpg,men,Oval,Pomade
dataset\men\Men's_short_hair_0761.jpg,men,Heart,Men's_short_hair
dataset\men\Men's_short_hair_0762.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0763.jpg,men,Round,Pomade
dataset\men\Men's_short_hair_0764.jpg,men,Round,Men's_short_hair
dataset\men\Men's_short_hair_0765.jpg,men,Heart,Men's_short_hair
dataset\men\Men's_short_hair_0766.jpg,men,Oval,Girls_short_hair
dataset\men\Men's_short_hair_0767.jpg,men,Oblong,Men's_short_hair
dataset\men\Men's_short_hair_0768.jpg,men,Oblong,Men's_short_hair
dataset\men\Men's_short_hair_0769.jpg,men,Round,Middle
dataset\men\Men's_short_hair_0770.jpg,men,Oval,Men's_short_hair
dataset\men\Middle_0001.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0002.jpg,men,Round,Middle
dataset\men\Middle_0003.jpg,men,Round,Middle
dataset\men\Middle_0004.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0005.jpg,men,Oval,Middle
dataset\men\Middle_0006.jpg,men,Heart,Girls_short_hair
dataset\men\Middle_0007.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0008.jpg,men,Oval,Layered_curly_hairstyle
dataset\men\Middle_0009.jpg,men,Square,Middle
dataset\men\Middle_0010.jpg,men,Round,Middle
dataset\men\Middle_0011.jpg,men,Heart,Middle
dataset\men\Middle_0012.jpg,men,Round,Middle
dataset\men\Middle_0013.jpg,men,Oval,Middle
dataset\men\Middle_0014.jpg,men,Square,Middle
dataset\men\Middle_0015.jpg,men,Square,Middle
dataset\men\Middle_0016.jpg,men,Round,Middle
dataset\men\Middle_0017.jpg,men,Round,Middle
dataset\men\Middle_0018.jpg,men,Round,Middle
dataset\men\Middle_0019.jpg,men,Round,Middle
dataset\men\Middle_0020.jpg,men,Oblong,Straight_layered_hair
dataset\men\Middle_0021.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0022.jpg,men,Oblong,Middle
dataset\men\Middle_0023.jpg,men,Round,Middle
dataset\men\Middle_0024.jpg,men,Round,Middle
dataset\men\Middle_0025.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0026.jpg,men,Round,Middle
dataset\men\Middle_0027.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0028.jpg,men,Round,Layered_curly_hairstyle
dataset\men\Middle_0029.jpg,men,Round,Middle
dataset\men\Middle_0030.jpg,men,Heart,Men's_short_hair
dataset\men\Middle_0031.jpg,men,Oval,Middle
dataset\men\Middle_0032.jpg,men,Round,Middle
dataset\men\Middle_0033.jpg,men,Round,Pomade
dataset\men\Middle_0034.jpg,men,Heart,Girls_short_hair
dataset\men\Middle_0035.jpg,men,Round,Middle
dataset\men\Middle_0036.jpg,men,Round,Middle
dataset\men\Middle_0037.jpg,men,Oblong,Middle
dataset\men\Middle_0038.jpg,men,Oval,Pomade
dataset\men\Middle_0039.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0040.jpg,men,Round,Middle
dataset\men\Middle_0041.jpg,men,Round,Middle
dataset\men\Middle_0042.jpg,men,Oblong,Straight_layered_hair
dataset\men\Middle_0043.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0044.jpg,men,Round,Middle
dataset\men\Middle_0045.jpg,men,Round,Middle
dataset\men\Middle_0046.jpg,men,Round,Middle
dataset\men\Middle_0047.jpg,men,Heart,Middle
dataset\men\Middle_0048.jpg,men,Round,Straight_layered_hair
dataset\men\Middle_0049.jpg,men,Round,Middle
dataset\men\Middle_0050.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0051.jpg,men,Square,Middle
dataset\men\Middle_0052.jpg,men,Heart,Men's_short_hair
dataset\men\Middle_0053.jpg,men,Oval,Middle
dataset\men\Middle_0054.jpg,men,Round,Pomade
dataset\men\Middle_0055.jpg,men,Round,Middle
dataset\men\Middle_0056.jpg,men,Round,Men's_short_hair
dataset\men\Middle_0057.jpg,men,Round,Men's_short_hair
dataset\men\Middle_0058.jpg,men,Round,Comma_bangs
dataset\men\Middle_0059.jpg,men,Oval,Middle
dataset\men\Middle_0060.jpg,men,Heart,Middle
dataset\men\Middle_0061.jpg,men,Round,Men's_short_hair
dataset\men\Middle_0062.jpg,men,Oval,Middle
dataset\men\Middle_0063.jpg,men,Round,Middle
dataset\men\Middle_0064.jpg,men,Round,Middle
dataset\men\Middle_0065.jpg,men,Heart,Pomade
dataset\men\Middle_0066.jpg,men,Square,Girls_short_hair
dataset\men\Middle_0067.jpg,men,Round,Middle
dataset\men\Middle_0068.jpg,men,Round,Middle
dataset\men\Middle_0069.jpg,men,Round,Men's_short_hair
dataset\men\Middle_0070.jpg,men,Round,Pomade
dataset\men\Middle_0071.jpg,men,Round,Middle
dataset\men\Middle_0072.jpg,men,Round,Middle
dataset\men\Middle_0073.jpg,men,Round,Middle
dataset\men\Middle_0074.jpg,men,Square,Middle
dataset\men\Middle_0075.jpg,men,Round,Middle
dataset\men\Middle_0076.jpg,men,Square,Middle
dataset\men\Middle_0077.jpg,men,Round,Layered_curly_hairstyle
dataset\men\Middle_0078.jpg,men,Round,Middle
dataset\men\Middle_0079.jpg,men,Round,Middle
dataset\men\Middle_0080.jpg,men,Round,Layered_curly_hairstyle
dataset\men\Middle_0081.jpg,men,Square,Middle
dataset\men\Middle_0082.jpg,men,Oval,Middle
dataset\men\Middle_0083.jpg,men,Round,Middle
dataset\men\Middle_0084.jpg,men,Square,Textured_Cut
dataset\men\Middle_0085.jpg,men,Oval,Girls_short_hair
dataset\men\Middle_0086.jpg,men,Oblong,Middle
dataset\men\Middle_0087.jpg,men,Round,Men's_short_hair
dataset\men\Middle_0088.jpg,men,Round,Men's_short_hair
dataset\men\Middle_0089.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0090.jpg,men,Heart,Middle
dataset\men\Middle_0091.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0092.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0093.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0094.jpg,men,Oval,Middle
dataset\men\Middle_0095.jpg,men,Round,Middle
dataset\men\Middle_0096.jpg,men,Square,Middle
dataset\men\Middle_0097.jpg,men,Round,Middle
dataset\men\Middle_0098.jpg,men,Round,Middle
dataset\men\Middle_0099.jpg,men,Oval,Pomade
dataset\men\Middle_0100.jpg,men,Oval,Girls_short_hair
dataset\men\Middle_0101.jpg,men,Round,Middle
dataset\men\Middle_0102.jpg,men,Round,Middle
dataset\men\Middle_0103.jpg,men,Round,Straight_layered_hair
dataset\men\Middle_0104.jpg,men,Round,Middle
dataset\men\Middle_0105.jpg,men,Round,Middle
dataset\men\Middle_0106.jpg,men,Round,Men's_short_hair
dataset\men\Middle_0107.jpg,men,Round,Pomade
dataset\men\Middle_0108.jpg,men,Oval,Middle
dataset\men\Middle_0109.jpg,men,Round,Middle
dataset\men\Middle_0110.jpg,men,Heart,Middle
dataset\men\Middle_0111.jpg,men,Round,Straight_layered_hair
dataset\men\Middle_0112.jpg,men,Oblong,Straight_layered_hair
dataset\men\Middle_0113.jpg,men,Oval,Middle
dataset\men\Middle_0114.jpg,men,Round,Men's_short_hair
dataset\men\Middle_0115.jpg,men,Round,Pomade
dataset\men\Middle_0116.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0117.jpg,men,Round,Middle
dataset\men\Middle_0118.jpg,men,Round,Middle
dataset\men\Middle_0119.jpg,men,Oblong,Straight_layered_hair
dataset\men\Middle_0120.jpg,men,Round,Layered_curly_hairstyle
dataset\men\Middle_0121.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0122.jpg,men,Round,Middle
dataset\men\Middle_0123.jpg,men,Oval,Girls_short_hair
dataset\men\Middle_0124.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0125.jpg,men,Round,Pomade
dataset\men\Middle_0126.jpg,men,Round,Middle
dataset\men\Middle_0127.jpg,men,Round,Middle
dataset\men\Middle_0128.jpg,men,Square,Middle
dataset\men\Middle_0129.jpg,men,Round,Middle
dataset\men\Middle_0130.jpg,men,Oblong,Middle
dataset\men\Middle_0131.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0132.jpg,men,Round,Layered_curly_hairstyle
dataset\men\Middle_0133.jpg,men,Heart,Middle
dataset\men\Middle_0134.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0135.jpg,men,Heart,Middle
dataset\men\Middle_0136.jpg,men,Round,Middle
dataset\men\Middle_0137.jpg,men,Round,Pomade
dataset\men\Middle_0138.jpg,men,Oval,Middle
dataset\men\Middle_0139.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0140.jpg,men,Oval,Long_hair
dataset\men\Middle_0141.jpg,men,Heart,Middle
dataset\men\Middle_0142.jpg,men,Round,Middle
dataset\men\Middle_0143.jpg,men,Round,Middle
dataset\men\Middle_0144.jpg,men,Round,Men's_short_hair
dataset\men\Middle_0145.jpg,men,Round,Middle
dataset\men\Middle_0146.jpg,men,Heart,Middle
dataset\men\Middle_0147.jpg,men,Round,Pixie_Cut
dataset\men\Middle_0148.jpg,men,Round,Layered_curly_hairstyle
dataset\men\Middle_0149.jpg,men,Round,Middle
dataset\men\Middle_0150.jpg,men,Heart,Pomade
dataset\men\Middle_0151.jpg,men,Round,Middle
dataset\men\Middle_0152.jpg,men,Round,Pomade
dataset\men\Middle_0153.jpg,men,Heart,Middle
dataset\men\Middle_0154.jpg,men,Oval,Middle
dataset\men\Middle_0155.jpg,men,Heart,Girls_curly_hair_style
dataset\men\Middle_0156.jpg,men,Oval,Pomade
dataset\men\Middle_0157.jpg,men,Round,Middle
dataset\men\Middle_0158.jpg,men,Round,Middle
dataset\men\Middle_0159.jpg,men,Round,Middle
dataset\men\Middle_0160.jpg,men,Round,Middle
dataset\men\Middle_0161.jpg,men,Round,Middle
dataset\men\Middle_0162.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0163.jpg,men,Round,Middle
dataset\men\Middle_0164.jpg,men,Round,Pomade
dataset\men\Middle_0165.jpg,men,Oblong,Middle
dataset\men\Middle_0166.jpg,men,Oval,Hush_Cut
dataset\men\Middle_0167.jpg,men,Round,Middle
dataset\men\Middle_0168.jpg,men,Round,Middle
dataset\men\Middle_0169.jpg,men,Heart,Middle
dataset\men\Middle_0170.jpg,men,Heart,Middle
dataset\men\Middle_0171.jpg,men,Round,Middle
dataset\men\Middle_0172.jpg,men,Heart,Men's_short_hair
dataset\men\Middle_0173.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0174.jpg,men,Round,Middle
dataset\men\Middle_0175.jpg,men,Round,Middle
dataset\men\Middle_0176.jpg,men,Round,Pomade
dataset\men\Middle_0177.jpg,men,Oval,Pomade
dataset\men\Middle_0178.jpg,men,Round,Middle
dataset\men\Middle_0179.jpg,men,Round,Middle
dataset\men\Middle_0180.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0181.jpg,men,Round,Middle
dataset\men\Middle_0182.jpg,men,Round,Pomade
dataset\men\Middle_0183.jpg,men,Round,Middle
dataset\men\Middle_0184.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0185.jpg,men,Oblong,Middle
dataset\men\Middle_0186.jpg,men,Round,Men's_short_hair
dataset\men\Middle_0187.jpg,men,Round,Middle
dataset\men\Middle_0188.jpg,men,Oval,Middle
dataset\men\Middle_0189.jpg,men,Oblong,Middle
dataset\men\Middle_0190.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0191.jpg,men,Heart,Men's_short_hair
dataset\men\Middle_0192.jpg,men,Oval,Girls_short_hair
dataset\men\Middle_0193.jpg,men,Round,Middle
dataset\men\Middle_0194.jpg,men,Round,Middle
dataset\men\Middle_0195.jpg,men,Heart,Middle
dataset\men\Middle_0196.jpg,men,Square,Middle
dataset\men\Middle_0197.jpg,men,Round,Middle
dataset\men\Middle_0198.jpg,men,Round,Middle
dataset\men\Middle_0199.jpg,men,Heart,Pomade
dataset\men\Middle_0200.jpg,men,Round,Middle
dataset\men\Middle_0201.jpg,men,Round,Layered_curly_hairstyle
dataset\men\Middle_0202.jpg,men,Round,Pomade
dataset\men\Middle_0203.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0204.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0205.jpg,men,Heart,Girls_short_hair
dataset\men\Middle_0206.jpg,men,Round,Middle
dataset\men\Middle_0207.jpg,men,Round,Middle
dataset\men\Middle_0208.jpg,men,Round,Middle
dataset\men\Middle_0209.jpg,men,Round,Middle
dataset\men\Middle_0210.jpg,men,Round,Middle
dataset\men\Middle_0211.jpg,men,Oval,Layered_curly_hairstyle
dataset\men\Middle_0212.jpg,men,Round,Layered_curly_hairstyle
dataset\men\Middle_0213.jpg,men,Round,Middle
dataset\men\Middle_0214.jpg,men,Heart,Men's_short_hair
dataset\men\Middle_0215.jpg,men,Square,Straight_layered_hair
dataset\men\Middle_0216.jpg,men,Round,Layered_curly_hairstyle
dataset\men\Middle_0217.jpg,men,Round,Layered_curly_hairstyle
dataset\men\Middle_0218.jpg,men,Round,Middle
dataset\men\Middle_0219.jpg,men,Round,Middle
dataset\men\Middle_0220.jpg,men,Round,Middle
dataset\men\Middle_0221.jpg,men,Round,Middle
dataset\men\Middle_0222.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0223.jpg,men,Round,Middle
dataset\men\Middle_0224.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0225.jpg,men,Round,Middle
dataset\men\Middle_0226.jpg,men,Round,Textured_Cut
dataset\men\Middle_0227.jpg,men,Round,Layered_curly_hairstyle
dataset\men\Middle_0228.jpg,men,Round,Middle
dataset\men\Middle_0229.jpg,men,Round,Middle
dataset\men\Middle_0230.jpg,men,Round,Layered_curly_hairstyle
dataset\men\Middle_0231.jpg,men,Round,Pomade
dataset\men\Middle_0232.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0233.jpg,men,Oval,Middle
dataset\men\Middle_0234.jpg,men,Round,Men's_short_hair
dataset\men\Middle_0235.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0236.jpg,men,Heart,Middle
dataset\men\Middle_0237.jpg,men,Round,Middle
dataset\men\Middle_0238.jpg,men,Heart,Middle
dataset\men\Middle_0239.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0240.jpg,men,Square,Middle
dataset\men\Middle_0241.jpg,men,Round,Middle
dataset\men\Middle_0242.jpg,men,Round,Middle
dataset\men\Middle_0243.jpg,men,Round,Middle
dataset\men\Middle_0244.jpg,men,Heart,Middle
dataset\men\Middle_0245.jpg,men,Oval,Girls_short_hair
dataset\men\Middle_0246.jpg,men,Heart,Middle
dataset\men\Middle_0247.jpg,men,Round,Middle
dataset\men\Middle_0248.jpg,men,Round,Pomade
dataset\men\Middle_0249.jpg,men,Round,Middle
dataset\men\Middle_0250.jpg,men,Round,Middle
dataset\men\Middle_0251.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0252.jpg,men,Round,Middle
dataset\men\Middle_0253.jpg,men,Round,Layered_curly_hairstyle
dataset\men\Middle_0254.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0255.jpg,men,Round,Middle
dataset\men\Middle_0256.jpg,men,Round,Middle
dataset\men\Middle_0257.jpg,men,Round,Men's_short_hair
dataset\men\Middle_0258.jpg,men,Round,Middle
dataset\men\Middle_0259.jpg,men,Round,Middle
dataset\men\Middle_0260.jpg,men,Square,Middle
dataset\men\Middle_0261.jpg,men,Round,Textured_Cut
dataset\men\Middle_0262.jpg,men,Round,Middle
dataset\men\Middle_0263.jpg,men,Round,Middle
dataset\men\Middle_0264.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0265.jpg,men,Round,Pomade
dataset\men\Middle_0266.jpg,men,Round,Pomade
dataset\men\Middle_0267.jpg,men,Square,Middle
dataset\men\Middle_0268.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0269.jpg,men,Round,Middle
dataset\men\Middle_0270.jpg,men,Round,Girls_short_hair
dataset\men\Middle_0271.jpg,men,Round,Middle
dataset\men\Middle_0272.jpg,men,Round,Men's_short_hair
dataset\men\Middle_0273.jpg,men,Heart,Men's_short_hair
dataset\men\Middle_0274.jpg,men,Round,Men's_short_hair
dataset\men\Middle_0275.jpg,men,Square,Men's_short_hair
dataset\men\Middle_0276.jpg,men,Round,Girls_curly_hair_style
dataset\men\Middle_0277.jpg,men,Round,Middle
dataset\men\Middle_0278.jpg,men,Round,Pomade
dataset\men\Middle_0279.jpg,men,Round,Men's_short_hair
